,analog_1,analog_2,analog_3,analog_4,analog_5,analog_6,analog_7,analog_8,analog_9,analog_10
Santa Ana,[2004],[1993],"[1983, 1995]",[2007],[2002],[2018],[1988],"[2003, 2005]",[2010],[1994]
