,analog_1,analog_2,analog_3,analog_4,analog_5,analog_6,analog_7,analog_8,analog_9,analog_10
Santa Ana,[1993],"[1983, 2004]",[2018],[1995],[2007],[1988],"[2005, 2010]",[1981],[2002],"[1985, 2003]"
