,analog_1,analog_2,analog_3,analog_4,analog_5,analog_6,analog_7,analog_8,analog_9,analog_10
Santa Ana,[1993],[1983],[2004],[1995],[2018],"[1988, 2003, 2007]",[2010],[1981],[1982],[2005]
